0.59172,0.61889
7.4704,0.32052
7.8752,0.62632
4.2167,0.65625
7.8775,0.61836
3.9728,0.61082
7.2756,0.32839
4.031,0.33745
4.2075,0.63011
3.9417,0.61778
7.5837,0.62146
7.5808,0.59454
7.6479,0.61065
4.0743,0.60563
1.1946,0.60021
7.4186,0.64573
4.0115,0.64616
4.0903,0.61541
2.237,0.31739
0.60693,0.32399
4.2842,0.34525
7.5863,0.32393
4.0144,0.60706
8.3178,0.33442
2.1029,0.62729
4.1053,0.60853
7.6731,0.64732
7.7957,0.62911
4.0609,0.64144
4.0501,0.32371
0.3301,0.63336
2.2303,0.62502
2.1582,0.5938
7.1986,0.3048
1.2212,0.61831
2.2047,0.5978
7.5086,0.34177
7.0501,0.34648
0.62086,0.3353
3.9968,0.31685
7.8254,0.66101
7.305,0.5936
0.626,0.62578
4.2402,0.63874
7.6364,0.61345
2.211,0.6188
7.7655,0.60698
7.8668,0.61625
0.62899,0.62067
3.8793,0.3372
7.4341,0.60566
4.1794,0.33106
1.1926,0.32128
7.579,0.6148
7.8698,0.65833
4.1073,0.5747
4.1012,0.63963
7.8499,0.589
8.3178,0.64889
3.9218,0.63376
0.6206,0.32659
4.0685,0.61658
3.9246,0.33118
7.8514,0.62508
0.32894,0.62849
7.438,0.66596
4.0508,0.59963
1.0736,0.32705
4.1694,0.63544
2.2107,0.3249
8.3939,0.61626
2.1441,0.3395
4.3456,0.62343
2.2348,0.62039
7.3861,0.59311
7.3966,0.31904
2.3281,0.61528
3.991,0.32689
8.1063,0.63425
4.088,0.33854
7.6544,0.33966
7.3308,0.62264
0.3386,0.62533
4.1162,0.62132
7.827,0.33447
0.65169,0.33831
7.6021,0.61976
7.2847,0.64089
8.2761,0.33679
7.9712,0.3353
8.0639,0.61219
7.6372,0.33648
7.2636,0.60885
8.2326,0.35118
2.1972,0.62596
4.1141,0.62649
0.34217,0.5994
4.2188,0.3266
4.0827,0.62617
1.2647,0.58551
4.2861,0.59897
4.0702,0.63119
4.1776,0.60346
7.6271,0.35473
4.2665,0.34098
7.9264,0.34569
2.1895,0.58823
7.8562,0.60575
3.8993,0.33191
2.1974,0.33528
0.63925,0.60398
7.6138,0.60919
7.5858,0.30672
7.9582,0.61135
2.3405,0.65899
2.2009,0.63896
7.9812,0.34964
0.59659,0.34932
7.4286,0.32443
7.6913,0.33368
7.7108,0.59542
2.2233,0.34274
2.2555,0.60919
2.1463,0.64443
7.9536,0.32508
7.6092,0.35346
7.732,0.33116
1.1734,0.6349
7.7179,0.62517
4.1665,0.61148
7.7342,0.62458
3.9621,0.62661
4.2459,0.62883
7.8152,0.62071
4.2837,0.61904
2.2678,0.61158
1.2242,0.63743
2.1094,0.65058
3.9911,0.62875
7.462,0.34269
8.0644,0.61753
4.0168,0.62954
4.1663,0.65572
7.9351,0.63276
7.6766,0.62218
0.36967,0.61534
4.1004,0.65124
2.2837,0.6299
2.1976,0.61941
8.3215,0.31913
7.7749,0.3396
2.1373,0.58562
8.1235,0.33354
4.0568,0.61301
7.6409,0.61741
3.856,0.33051
7.7977,0.63024
7.8198,0.34716
3.9306,0.33384
3.9809,0.33674
7.9053,0.6611
4.1227,0.63751
7.3089,0.33831
7.5637,0.61402
7.5664,0.34116
2.0212,0.61564
8.1365,0.69241
3.9781,0.61794
7.4127,0.64549
7.6892,0.6293
7.5022,0.63191
7.6781,0.33224
4.1329,0.63478
4.1577,0.33538
7.7458,0.65216
2.2618,0.62229
7.7074,0.62653
7.7086,0.62139
7.5481,0.61634
8.1758,0.61639
7.8483,0.33647
7.3578,0.33408
1.1978,0.3398
1.2392,0.33752
7.7237,0.6175
4.0858,0.63541
7.9534,0.58661
7.9806,0.33318
4.0508,0.59817
4.3168,0.63689
7.4268,0.3296
8.1209,0.61761
7.8745,0.58425
7.7716,0.64086
7.5511,0.61556
7.6552,0.61317
0.67142,0.61664
4.1321,0.61133
4.1816,0.62214
3.912,0.32708
7.4911,0.34437
8.2093,0.61246
4.4882,0.64613
4.16,0.63315
7.5122,0.32367
7.8652,0.64756
7.6214,0.64291
7.7177,0.66629
4.3497,0.61383
0.58828,0.65632
1.2276,0.63547
7.2763,0.62955
4.1169,0.63756
4.2787,0.65962
4.331,0.61396
1.1851,0.32029
4.279,0.61018
4.1277,0.33805
2.2657,0.32406
7.3151,0.32947
2.1713,0.60111
4.0964,0.5832
2.1408,0.65051
7.783,0.30925
1.137,0.61456
7.4095,0.62043
7.5182,0.64519
7.7089,0.33991
0.6121,0.62242
4.1565,0.60547
3.9381,0.60978
4.0964,0.3321
4.1786,0.6163
0.35666,0.61691
4.2318,0.33808
0.63278,0.32991
4.159,0.65497
4.1652,0.62135
7.4931,0.34205
7.5567,0.63126
7.7064,0.3462
7.6076,0.64425
7.7053,0.64336
0.32368,0.5872
7.7396,0.66674
7.858,0.32996
1.1714,0.6421
7.4823,0.61809
4.1539,0.33318
1.1212,0.62587
4.1085,0.59156
4.0202,0.65631
7.5626,0.33731
0.35404,0.63843
7.9235,0.60247
8.3103,0.61772
4.0861,0.63128
7.7132,0.62963
4.1898,0.61924
7.2238,0.34974
7.0589,0.34357
7.762,0.32802
1.1791,0.63017
7.3943,0.62547
7.5003,0.33481
1.2412,0.33358
7.4594,0.58888
2.1784,0.32603
4.1102,0.33556
8.2168,0.35018
7.9,0.67296
7.7566,0.33318
7.7883,0.61443
0.32866,0.64464
7.4129,0.33126
4.0351,0.61652
7.8961,0.33008
